AD-005	YER068W
YBR172C	YEL005C
YBR173C	YMR037C
YBR176W	YBR176W
YBR182C	DAAP-182E11.3
YBR182C	GIG43
YBR182C	RP11-395P17.5
YBR182C	RP11-432M24.3
YBR182C	YER125W
YBR182C	YKL062W
YBR182C	YLR113W
YBR182C	YLR423C
YBR182C	YMR037C
YBR182C	YMR172W
YBR186W	YDR369C
YBR186W	YML065W
YBR187W	YNR032W
YBR188C	RP11-66D17.11-004
YBR188C	YDR416W
YBR188C	YKR034W
YBR188C	YLR117C
YBR188C	YMR124W
YBR193C	YGL253W
YBR194W	YMR070W
YBR194W	YPR152C
YBR195C	YLR017W
YBR195C	YMR178W
YBR195C	YNL183C
YBR195C	YPR018W
YBR197C	RP11-374F3.1
YBR198C	YDR167W
YBR198C	YGL112C
YBR198C	YMR005W
YBR198C	YMR236W
YBR200W	YAL041W
YBR200W	YBL005W
YBR200W	YBL085W
YBR200W	YBR112C
YBR200W	YCL005W
YBR200W	YCL031C
YBR200W	YDL028C
YBR200W	YDR103W
YBR200W	YDR277C
YBR200W	YDR306C
YBR200W	YDR368W
YBR200W	YEL043W
YBR200W	YER114C
YBR200W	YGL190C
YBR200W	YGL233W
YBR200W	YGR134W
YBR200W	YHL007C
YBR200W	YJL157C
YBR200W	YJL187C
YBR200W	YKL040C
YBR200W	YKR105C
YBR200W	YLL049W
YBR200W	YLR229C
YBR200W	YLR318W
YBR200W	YMR212C
YBR200W	YMR247C
YBR200W	YMR287C
YBR200W	YNL025C
YBR200W	YNL298W
YBR200W	YNR047W
YBR200W	YNR071C
YBR200W	YOL078W
YBR200W	YOR047C
YBR200W	YOR129C
YBR200W	YPL038W
YBR201W	YML029W
YBR202W	YBR202W
YBR202W	YDL042C
YBR202W	YEL032W
YBR202W	YGL201C
YBR202W	YIL150C
YBR202W	YLR103C
YBR202W	YLR274W
YBR202W	YPR019W
YBR205W	YIR038C
YBR211C	YAR018C
YBR211C	YDR227W
YBR211C	YEL005C
YBR211C	YER093C
YBR211C	YGL025C
YBR211C	YGR179C
YBR211C	YIL038C
YBR211C	YJL168C
YBR211C	YJR112W
YBR211C	YKL138C-A
YBR211C	YLR457C
YBR211C	YML007W
YBR211C	YNL084C
YBR211C	YNL153C
YBR211C	YOL069W
YBR211C	YOR269W
YBR212W	RP11-196G18.20-002
YBR212W	RP11-395P17.5
YBR212W	YDL160C
YBR212W	YPL184C
YBR213W	RP11-108K14.6
YBR216C	YML007W
YBR217W	YDR022C
YBR217W	YLR423C
YBR217W	YMR159C
YBR217W	YNR007C
YBR221C	YKL117W
YBR221C	YLR345W
YBR223C	LA16c-358B7.1
YBR223C	YDR510W
YBR228W	YLR135W
YBR233W	DAAP-385L22.4
YBR233W	RP11-395P17.5
YBR233W	RP11-807G9.1
YBR233W	YBR233W
YBR233W-A	YBR157C
YBR233W-A	YDR016C
YBR233W-A	YDR357C
YBR233W-A	YGL061C
YBR233W-A	YGR113W
YBR233W-A	YHL020C
YBR233W-A	YKR037C
YBR234C	YDL029W
YBR234C	YDR063W
YBR234C	YKL129C
YBR234C	YMR109W
YBR234C	YOR181W
YBR237W	YDR073W
YBR237W	YMR288W
YBR239C	YPL133C
YBR241C	YDR479C
YBR241C	YIR033W
YBR241C	YIR038C
YBR242W	YBR242W
YBR243C	YIR038C
YBR244W	YCR086W
YBR244W	YLR117C
YBR244W	YLR345W
YBR246W	YDR520C
YBR249C	YDR510W
YBR252W	YBR252W
YBR253W	YER022W
YBR253W	YMR112C
YBR254C	CDABP0066
YBR254C	YBR254C
YBR254C	YDR407C
YBR254C	YDR472W
YBR254C	YKR068C
YBR257W	YBR257W
YBR257W	YDR478W
YBR257W	YGR030C
YBR257W	YHR062C
YBR257W	YNL221C
YBR257W	YNL282W
YBR258C	YJR074W
YBR260C	YER144C
YBR260C	YGR221C
YBR260C	YIL118W
YBR260C	YKR055W
YBR260C	YMR032W
YBR260C	YNL090W
YBR261C	CGI-61
YBR261C	CTA-268H5.11-003
YBR261C	DAAP-218M18.2
YBR261C	LA16c-358B7.1
YBR261C	MDS018
YBR261C	My043
YBR261C	PP2243
YBR261C	PRO0992
YBR261C	RP1-118B18.1
YBR261C	RP1-214M20.1
YBR261C	RP1-240B8.3
YBR261C	RP1-315G1.5
YBR261C	RP1-56L9.2
YBR261C	RP11-108K14.6
YBR261C	RP11-1114A5.1
YBR261C	RP11-14H3.2
YBR261C	RP11-196G18.20-002
YBR261C	RP11-30E16.2
YBR261C	RP11-318L16.2
YBR261C	RP11-334D18.1
YBR261C	RP11-540N4.1
YBR261C	RP11-56N19.3
YBR261C	RP11-67K19.1
YBR261C	RP11-73O6.2
YBR261C	RP11-807G9.1
YBR261C	RP5-875H3.1
YBR261C	UNQ502/PRO474
YBR261C	YBR072W
YBR261C	YBR080C
YBR261C	YBR186W
YBR261C	YBR233W
YBR261C	YCL028W
YBR261C	YCR007C
YBR261C	YDR032C
YBR261C	YDR100W
YBR261C	YDR256C
YBR261C	YER086W
YBR261C	YFL059W
YBR261C	YGL037C
YBR261C	YGR088W
YBR261C	YGR267C
YBR261C	YHL018W
YBR261C	YHR074W
YBR261C	YHR111W
YBR261C	YHR112C
YBR261C	YHR113W
YBR261C	YIL074C
YBR261C	YJL151C
YBR261C	YJL218W
YBR261C	YKL151C
YBR261C	YLL001W
YBR261C	YLR098C
YBR261C	YLR245C
YBR261C	YLR438C-A
YBR261C	YML042W
YBR261C	YMR021C
YBR261C	YMR095C
YBR261C	YNL044W
YBR261C	YNL239W
YBR261C	YOL143C
YBR261C	YOR095C
YBR261C	YOR108W
YBR261C	YOR192C-A
YBR261C	YOR284W
YBR261C	YPL049C
YBR261C	YPL069C
YBR261C	YPL088W
YBR261C	YPR113W
YBR261C	hCG_2002013
YBR261C	hCG_2009220
YBR261C	hCG_39321
YBR264C	YER136W
YBR264C	YLR262C
YBR264C	YML001W
YBR264C	YNL044W
YBR264C	YOR089C
YBR264C	YOR370C
YBR267W	YGR148C
YBR270C	YDR259C
YBR270C	YIL105C
YBR270C	YKR026C
YBR270C	YLR423C
YBR270C	YMR236W
YBR270C	YNL047C
YBR270C	YPL124W
YBR270C	YPL255W
YBR272C	YKL145W
YBR272C	YOR117W
YBR273C	YBR273C
YBR273C	YDL126C
YBR273C	YJL048C
YBR274W	YBL052C
YBR274W	YBR274W
YBR274W	YDR217C
YBR274W	YGR184C
YBR274W	YLR258W
YBR274W	YMR255W
YBR274W	YNL234W
YBR275C	YER133W
YBR276C	YER081W
YBR278W	YDR121W
YBR278W	YOL090W
YBR279W	YOR123C
YBR280C	YDR328C
YBR280C	YNL141W
YBR281C	YBR281C
YBR288C	YGR261C
YBR289W	YDR073W
YCL005W	YLR404W
YCL008C	YCL008C
YCL008C	YCR084C
YCL008C	YDL110C
YCL008C	YDR200C
YCL008C	YDR425W
YCL008C	YER018C
YCL008C	YGL025C
YCL008C	YHL002W
YCL008C	YHR158C
YCL008C	YHR192W
YCL008C	YIL038C
YCL008C	YJL184W
YCL008C	YJR021C
YCL008C	YKL138C-A
YCL008C	YKL172W
YCL008C	YKR020W
YCL008C	YKR054C
YCL008C	YLR026C
YCL008C	YLR454W
YCL008C	YMR076C
YCL008C	YMR077C
YCL008C	YNL086W
YCL008C	YNR006W
YCL008C	YOL069W
YCL008C	YOL088C
YCL008C	YOL145C
YCL008C	YPL216W
YCL008C	YPR155C
YCL014W	YJR092W
YCL014W	YLR229C
YCL014W	YPR119W
YCL019W	YDR261W-A
YCL019W	YDR261W-B
YCL020W	YDR261W-A
YCL020W	YDR510W
YCL020W	YFL002W-A
YCL021W-A	YPL094C
YCL024W	YJR076C
YCL024W	YKR048C
YCL027W	YAL017W
YCL027W	YAL031C
YCL027W	YBL105C
YCL027W	YER032W
YCL027W	YER118C
YCL027W	YER149C
YCL027W	YGR070W
YCL027W	YIL159W
YCL027W	YKL092C
YCL027W	YKL105C
YCL027W	YKR023W
YCL027W	YKR101W
YCL027W	YLR117C
YCL027W	YLR291C
YCL027W	YMR140W
YCL027W	YNL054W
YCL027W	YNL058C
YCL027W	YNL075W
YCL027W	YNL267W
YCL027W	YNL271C
YCL027W	YOR017W
YCL027W	YPL038W
YCL027W	YPR008W
YCL027W	YPR023C
YCL028W	YCL028W
YCL028W	YCR060W
YCL028W	YJR032W
YCL028W	YKL117W
YCL029C	YAL035W
YCL029C	YBL007C
YCL029C	YCL029C
YCL029C	YDL064W
YCL029C	YDL072C
YCL029C	YDL148C
YCL029C	YDR200C
YCL029C	YDR393W
YCL029C	YDR510W
YCL029C	YER016W
YCL029C	YER045C
YCL029C	YGR089W
YCL029C	YGR238C
YCL029C	YHR080C
YCL029C	YHR120W
YCL029C	YHR134W
YCL029C	YJR021C
YCL029C	YJR066W
YCL029C	YJR075W
YCL029C	YJR076C
YCL029C	YKL073W
YCL029C	YKR035W-A
YCL029C	YKR054C
YCL029C	YKR083C
YCL029C	YLR025W
YCL029C	YLR031W
YCL029C	YLR045C
YCL029C	YLR206W
YCL029C	YML007W
YCL029C	YML085C
YCL029C	YMR054W
YCL029C	YNL078W
YCL029C	YNL091W
YCL029C	YNL107W
YCL029C	YOL069W
YCL029C	YOR073W
YCL029C	YOR156C
YCL029C	YOR191W
YCL029C	YOR304C-A
YCL029C	YOR329C
YCL029C	YOR344C
YCL029C	YPL124W
YCL029C	YPL155C
YCL029C	YPL232W
YCL029C	YPR018W
YCL029C	YPR046W
YCL029C	YPR199C
YCL031C	YGR090W
YCL031C	YLR223C
YCL032W	YAL005C
YCL032W	YBR043C
YCL032W	YBR057C
YCL032W	YBR059C
YCL032W	YCL010C
YCL032W	YCL032W
YCL032W	YDL077C
YCL032W	YDL148C
YCL032W	YDR103W
YCL032W	YDR180W
YCL032W	YDR229W
YCL032W	YDR252W
YCL032W	YDR259C
YCL032W	YDR356W
YCL032W	YDR439W
YCL032W	YDR468C
YCL032W	YDR505C
YCL032W	YEL005C
YCL032W	YER018C
YCL032W	YGL212W
YCL032W	YGR094W
YCL032W	YGR150C
YCL032W	YGR238C
YCL032W	YGR249W
YCL032W	YGR270W
YCL032W	YHR023W
YCL032W	YHR080C
YCL032W	YHR120W
YCL032W	YHR206W
YCL032W	YJL019W
YCL032W	YJL029C
YCL032W	YJL179W
YCL032W	YJL207C
YCL032W	YJR021C
YCL032W	YJR082C
YCL032W	YKL016C
YCL032W	YKL050C
YCL032W	YKL138C-A
YCL032W	YKL172W
YCL032W	YKR054C
YCL032W	YKR083C
YCL032W	YLL024C
YCL032W	YLR026C
YCL032W	YLR078C
YCL032W	YLR181C
YCL032W	YLR206W
YCL032W	YLR315W
YCL032W	YLR362W
YCL032W	YLR423C
YCL032W	YML030W
YCL032W	YML104C
YCL032W	YMR052W
YCL032W	YMR077C
YCL032W	YMR117C
YCL032W	YMR168C
YCL032W	YNL084C
YCL032W	YNL161W
YCL032W	YNR022C
YCL032W	YOL145C
YCL032W	YOR212W
YCL032W	YOR223W
YCL032W	YOR290C
YCL032W	YOR304C-A
YCL032W	YOR329C
YCL032W	YPL026C
YCL032W	YPL055C
YCL032W	YPL074W
YCL032W	YPL075W
YCL032W	YPL078C
YCL032W	YPL124W
YCL032W	YPL174C
YCL032W	YPL249C
YCL032W	YPR046W
YCL032W	YPR075C
YCL033C	YKL103C
YCL033C	YOL082W
YCL034W	YBL007C
YCL034W	YOR181W
YCL040W	YBR040W
YCL040W	YCL040W
YCL040W	YML099C
YCL051W	YFL034C-B
YCL051W	YFR028C
YCL051W	YNL161W
YCL054W	YCL054W
YCL054W	YDL031W
YCL054W	YDR060W
YCL054W	YFR001W
YCL054W	YHR088W
YCL054W	YKL082C
YCL054W	YKL172W
YCL054W	YKR081C
YCL054W	YLR002C
YCL054W	YOL041C
YCL055W	YBR057C
YCL055W	YGL036W
YCL055W	YGL192W
YCL056C	YCL056C
YCL056C	YIL065C
YCL056C	YOL147C
YCL056C	YOR193W
YCL056C	YPL112C
YCL059C	YDR393W
YCL059C	YGL201C
YCL059C	YIL019W
YCL059C	YNL308C
YCL059C	YOR229W
YCL061C	YLR113W
YCL061C	YNL262W
YCL063W	YLR423C
YCL063W	YOR326W
YCL066W	YDR480W
YCL066W	YHR084W
YCL066W	YPL049C
YCR002C	YLR314C
YCR002C	YNL233W
YCR004C	YDR032C
YCR005C	YCR005C
YCR005C	YJL042W
YCR007C	LA16c-358B7.1
YCR009C	RP11-196G18.20-002
YCR009C	RP11-307C12.9
YCR009C	YAL062W
YCR009C	YBR108W
YCR009C	YDR388W
YCR009C	YDR395W
YCR009C	YER125W
YCR009C	YLR144C
YCR009C	YMR192W
YCR009C	YMR232W
YCR009C	YNL094W
YCR009C	YOR181W
YCR009C	YOR216C
YCR009C	YPL249C
YCR009C	YPL249C-A
YCR020C	YCR020C
YCR020C-A	RP11-94L15.2
YCR020C-A	RP6-191P20.2
YCR020C-A	YEL053C
YCR020C-A	YIL119C
YCR020C-A	YKL025C
YCR020C-A	tcag7.1178
YCR021C	PSEC0238
YCR021C	YDR479C
YCR024C	YNL243W
YCR027C	YOL083W
YCR028C-A	YIR002C
YCR028C-A	YOR113W
YCR035C	YGR095C
YCR036W	YGL153W
YCR042C	YGL112C
YCR047C	YMR128W
YCR051W	UNQ574/PRO1136
YCR051W	YER184C
YCR052W	YFR037C
YCR052W	YOR232W
YCR057C	YJL069C
YCR057C	YLR409C
YCR059C	PP784
YCR060W	YCL028W
YCR060W	YHR034C
YCR060W	YKL117W
YCR060W	YLR197W
YCR060W	YOR310C
YCR063W	RP11-374F3.1
YCR063W	YOL135C
YCR063W	YPR152C
YCR066W	AT1G07370
YCR066W	AT2G29570
YCR066W	YAR007C
YCR066W	YBR088C
YCR066W	YCR066W
YCR066W	YDL064W
YCR066W	YDR510W
YCR066W	YGL058W
YCR066W	YLR032W
YCR066W	YNL312W
YCR067C	YPL085W
YCR068W	YIR033W
YCR068W	YIR038C
YCR068W	YNL111C
YCR072C	YER126C
YCR073C	YJL128C
YCR073C	YLR006C
YCR075W-A	YKR007W
YCR075W-A	YML121W
YCR077C	YDR141C
YCR077C	YDR389W
YCR077C	YEL015W
YCR077C	YER115C
YCR077C	YGL143C
YCR077C	YJL124C
YCR077C	YML109W
YCR077C	YMR002W
YCR077C	YMR288W
YCR077C	YNL118C
YCR077C	YNR027W
YCR077C	YNR053C
YCR077C	YOL149W
YCR083W	DAAP-182E11.3
YCR083W	PP2243
YCR083W	RP11-108L7.8
YCR083W	RP11-395P17.5
YCR083W	YCR086W
YCR083W	YDR448W
YCR083W	hCG_2009220
YCR083W	tcag7.1178
YCR083W	tcag7.1300
YCR084C	YAR018C
YCR084C	YBR112C
YCR084C	YCR039C
YCR084C	YCR084C
YCR084C	YDL072C
YCR084C	YEL043W
YCR084C	YGR238C
YCR084C	YHR186C
YCR084C	YIL038C
YCR084C	YJL207C
YCR084C	YKL196C
YCR084C	YKR054C
YCR084C	YLR190W
YCR084C	YNL107W
YCR084C	YOL069W
YCR084C	YOL145C
YCR084C	YOR304C-A
YCR084C	YPL018W
YCR084C	YPL042C
YCR084C	YPL074W
YCR084C	YPL242C
YCR084C	YPL249C
YCR084C	YPR155C
YCR086W	RP3-453C12.9
YCR086W	YBR202W
YCR086W	YCR086W
YCR086W	YDL089W
YCR086W	YDR082W
YCR086W	YDR325W
YCR086W	YDR335W
YCR086W	YDR439W
YCR086W	YER086W
YCR086W	YER106W
YCR086W	YER144C
YCR086W	YIL031W
YCR086W	YIL150C
YCR086W	YIR010W
YCR086W	YJL110C
YCR086W	YKR010C
YCR086W	YKR034W
YCR086W	YLR086W
YCR086W	YLR117C
YCR086W	YML109W
YCR086W	YNL218W
YCR086W	YOL020W
YCR086W	YOL036W
YCR086W	YOR264W
YCR086W	YOR281C
YCR086W	YPL109C
YCR086W	YPL115C
YCR086W	YPR018W
YCR086W	YPR187W
YCR087C-A	DAAP-385L22.4
YCR087C-A	HSPC243
YCR087C-A	LA16c-358B7.1
YCR088W	YBL005W
YCR088W	YBR133C
YCR088W	YCR099C
YCR088W	YDR277C
YCR088W	YDR303C
YCR088W	YIL095W
YCR088W	YNL020C
YCR088W	YNL094W
YCR088W	YNL106C
YCR088W	YNL138W
YCR088W	YNL298W
YCR088W	YOL089C
YCR088W	YOR047C
YCR088W	YOR116C
YCR088W	YOR284W
YCR088W	YPL008W
YCR088W	YPL115C
YCR093W	HSPC131
YCR093W	YAL021C
YCR093W	YDL165W
YCR093W	YDR443C
YCR093W	YER068W
YCR093W	YGR192C
YCR093W	YGR274C
YCR093W	YHR206W
YCR093W	YNR052C
YCR093W	YPR072W
YCR095C	YNL099C
YCR105W	YCR105W
YCR105W	hCG_1997849
YCR106W	LA16c-358B7.1
YDL002C	YER092W
YDL002C	YKR031C
YDL003W	YDR308C
YDL006W	YBR222C
YDL006W	YDR162C
YDL007W	YHR027C
YDL008W	YLR127C
YDL012C	YFR047C
YDL012C	YHR032W
YDL012C	YHR140W
YDL012C	YIL172C
YDL012C	YJL065C
YDL012C	YOR355W
YDL013W	YDL013W
YDL013W	YDL064W
YDL013W	YDR409W
YDL013W	YDR510W
YDL013W	YER116C
YDL013W	YHR134W
YDL014W	YDL014W
YDL014W	YEL026W
YDL014W	YLR197W
YDL014W	YOR310C
YDL014W	YPR137W
YDL015C	YIR038C
YDL015C	YOR324C
YDL017W	YBR060C
YDL017W	YBR202W
YDL017W	YCR050C
YDL017W	YDL017W
YDL017W	YDL160C
YDL017W	YDR052C
YDL017W	YEL023C
YDL017W	YFR057W
YDL017W	YGR099W
YDL017W	YJL088W
YDL017W	YKL039W
YDL017W	YLR274W
YDL017W	YNR048W
YDL017W	YOR006C
YDL017W	YPR019W
YDL018C	YAL017W
YDL018C	YAL028W
YDL018C	YBL063W
YDL018C	YBR245C
YDL018C	YCR084C
YDL018C	YDR200C
YDL018C	YDR221W
YDL018C	YDR229W
YDL018C	YDR295C
YDL018C	YEL003W
YDL018C	YEL043W
YDL018C	YFL023W
YDL018C	YFL046W
YDL018C	YFR002W
YDL018C	YGL002W
YDL018C	YGL005C
YDL018C	YGL025C
YDL018C	YGR120C
YDL018C	YGR179C
YDL018C	YGR238C
YDL018C	YHR110W
YDL018C	YHR158C
YDL018C	YHR192W
YDL018C	YJL019W
YDL018C	YJL049W
YDL018C	YJL061W
YDL018C	YJR021C
YDL018C	YKL138C-A
YDL018C	YKL172W
YDL018C	YKR054C
YDL018C	YKR083C
YDL018C	YLR026C
YDL018C	YLR098C
YDL018C	YLR190W
YDL018C	YLR315W
YDL018C	YLR369W
YDL018C	YLR454W
YDL018C	YML104C
YDL018C	YMR168C
YDL018C	YNL084C
YDL018C	YNL225C
YDL018C	YOR324C
YDL018C	YPL018W
YDL018C	YPR117W
YDL018C	YPR155C
YDL020C	YNL189W
YDL022W	YGL037C
YDL028C	YDL028C
YDL028C	YER115C
YDL028C	YIL106W
YDL028C	YOL091W
YDL029W	YMR216C
YDL029W	YOR117W
YDL030W	YCL061C
YDL030W	YDL013W
YDL030W	YDR421W
YDL030W	YDR485C
YDL030W	YJL203W
YDL030W	YML049C
YDL030W	YML104C
YDL030W	YMR005W
YDL030W	YOR017W
YDL030W	YOR023C
YDL030W	YOR191W
YDL030W	YPL146C
YDL031W	YDL031W
YDL031W	YDR060W
YDL031W	YFR001W
YDL031W	YKL082C
YDL031W	YKL172W
YDL031W	YLL008W
YDL031W	YMR049C
YDL031W	YMR290C
YDL031W	YOL041C
YDL031W	YOR206W
YDL031W	YPL004C
YDL031W	YPL043W
YDL037C	UNQ515/PRO1030
YDL042C	YDL013W
YDL042C	YDR110W
YDL042C	YDR227W
YDL042C	YDR363W
YDL042C	YIL150C
YDL042C	YJL076W
YDL042C	YMR307W
YDL042C	YOL017W
YDL043C	YDR131C
YDL043C	YDR180W
YDL043C	YDR409W
YDL043C	YER113C
YDL043C	YGL049C
YDL043C	YGR162W
YDL043C	YJL146W
YDL043C	YJL203W
YDL043C	YKL074C
YDL043C	YKL155C
YDL043C	YLL014W
YDL043C	YMR117C
YDL043C	YMR302C
YDL043C	YNL023C
YDL043C	YNL286W
YDL043C	YNR053C
YDL043C	YPL215W
YDL044C	YLR386W
YDL045C	RP5-1042K10.9
YDL045C	YGR077C
YDL053C	YGR178C
YDL055C	YDR510W
YDL056W	YKR031C
YDL057W	DAAP-385L22.4
YDL057W	RP11-395P17.5
YDL057W	YJL058C
YDL057W	YLR098C
YDL057W	YPL049C
YDL058W	YDL058W
YDL058W	YML104C
YDL058W	YOR124C
YDL059C	YDL059C
YDL059C	YJL092W
YDL059C	YML032C
YDL063C	YDR381W
YDL063C	YPL131W
YDL063C	YPR102C
YDL064W	LA16c-358B7.1
YDL064W	SPAC30D11.13
YDL064W	YBR088C
YDL064W	YCR066W
YDL064W	YDL064W
YDL064W	YDR510W
YDL064W	YMR168C
YDL065C	YDR329C
YDL065C	YMR163C
YDL070W	YBR057C
YDL070W	YDR326C
YDL070W	YHR080C
YDL070W	YML104C
YDL072C	YML029W
YDL073W	YER118C
YDL074C	YDL074C
YDL074C	YDR295C
YDL074C	YEL043W
YDL074C	YFL008W
YDL074C	YFR031C
YDL074C	YJL074C
YDL074C	YNL153C
YDL074C	YOL069W
YDL074C	YOR195W
YDL076C	YLR098C
YDL077C	YAL002W
YDL077C	YDR080W
YDL077C	YDR495C
YDL077C	YGL124C
YDL077C	YGL210W
YDL077C	YKR014C
YDL077C	YLR148W
YDL077C	YLR262C
YDL077C	YLR396C
YDL077C	YML001W
YDL077C	YMR231W
YDL077C	YNL304W
YDL077C	YOR089C
YDL077C	YPL045W
YDL080C	YBR240C
YDL080C	YDR081C
YDL081C	YDR382W
YDL083C	YKL082C
YDL084W	YDL084W
YDL084W	YDR138W
YDL084W	YDR510W
YDL087C	YJL074C
YDL089W	YCR086W
YDL089W	YDL089W
YDL089W	YDR233C
YDL089W	YLR324W
YDL089W	YML008C
YDL089W	YPR028W
YDL090C	YKL019W
YDL090C	YMR139W
YDL091C	YDL126C
YDL097C	YEL009C
YDL098C	YGR075C
YDL099W	YDL099W
YDL099W	YEL005C
YDL099W	YKL050C
YDL099W	YLR223C
YDL100C	UNQ200/PRO226
YDL100C	UNQ310/PRO353
YDL100C	UNQ515/PRO1030
YDL100C	YDL100C
YDL100C	YGL153W
YDL100C	YLR026C
YDL100C	YLR268W
YDL100C	YNL199C
YDL100C	YOL018C
YDL100C	YOL044W
YDL100C	YOR164C
YDL101C	YKL025C
YDL101C	YML058W
YDL101C	YPL269W
YDL102W	YJR006W
YDL105W	YDR288W
YDL105W	YLR007W
YDL105W	YOL034W
YDL106C	YFR034C
YDL106C	YKR099W
YDL108W	YDL125C
YDL108W	YGL134W
YDL108W	YNL025C
YDL108W	YPR025C
YDL110C	YKL015W
YDL110C	YOR078W
YDL111C	YGR158C
YDL113C	YBL025W
YDL113C	YGR172C
YDL113C	YJL036W
YDL116W	YDR113C
YDL117W	YBR038W
YDL117W	YDR211W
YDL117W	YER081W
YDL117W	YGR037C
YDL117W	YJL155C
YDL117W	YJR138W
YDL117W	YMR032W
YDL117W	YNL078W
YDL117W	YNL152W
YDL117W	YNR016C
YDL117W	YOL070C
YDL117W	YPL038W
YDL117W	YPL158C
YDL120W	KL04P
YDL120W	YCR007C
YDL120W	YDR100W
YDL120W	YGR234W
YDL120W	YMR071C
YDL121C	YDL100C
YDL125C	YHL018W
YDL126C	YBL058W
YDL126C	YBR273C
YDL126C	YDL091C
YDL126C	YDL126C
YDL126C	YDL190C
YDL126C	YDR330W
YDL126C	YEL037C
YDL126C	YJL048C
YDL126C	YKL213C
YDL126C	YLL039C
YDL126C	YML013W
YDL126C	YMR067C
YDL127W	YAL005C
YDL127W	YBL075C
YDL127W	YDR146C
YDL127W	YDR388W
YDL127W	YER103W
YDL127W	YLL024C
YDL130W	YDL081C
YDL130W	YDR382W
YDL130W	YOL039W
YDL130W-A	YDL087C
YDL130W-A	YDL130W-A
YDL130W-A	YGR059W
YDL130W-A	YJL061W
YDL130W-A	YKL061W
YDL130W-A	YKR054C
YDL132W	YDL017W
YDL132W	YDR328C
YDL132W	YFL009W
YDL132W	YGL249W
YDL132W	YIL046W
YDL132W	YLR100W
YDL132W	YLR128W
YDL132W	YLR368W
YDL132W	YOL025W
YDL132W	YOL133W
YDL133C-A	YKR048C
YDL133W	YDL001W
YDL137W	YDR358W
YDL137W	YHR108W
YDL139C	YCR077C
YDL139C	YDL030W
YDL139C	YDL139C
YDL139C	YGL153W
YDL139C	YJL013C
YDL139C	YJL030W
YDL139C	YKL049C
YDL139C	YOL091W
YDL140C	YDR228C
YDL140C	YDR301W
YDL140C	YER125W
YDL140C	YJR017C
YDL140C	YKR031C
YDL140C	YLR115W
YDL140C	YMR004W
YDL140C	YMR061W
YDL140C	YNL251C
YDL140C	YOR210W
YDL144C	YDL144C
YDL145C	YDR238C
YDL145C	YGL137W
YDL145C	YIL076W
YDL146W	YKL070W
YDL147W	YDL097C
YDL147W	YDR069C
YDL147W	YDR073W
YDL147W	YDR179C
YDL147W	YDR201W
YDL147W	YDR427W
YDL147W	YFR004W
YDL147W	YMR025W
YDL147W	YOR261C
YDL147W	YPL026C
YDL149W	YDL149W
YDL149W	YFR021W
YDL149W	YJL178C
YDL149W	YLR431C
YDL149W	YNL242W
YDL149W	YPL250C
YDL149W	YPR049C
YDL150W	YDL013W
YDL150W	YGR047C
YDL150W	YKR025W
YDL153C	YBR041W
YDL153C	YBR281C
YDL153C	YDL153C
YDL153C	YDR449C
YDL153C	YIL091C
YDL153C	YJL098W
YDL153C	YJR002W
YDL153C	YLR409C
YDL153C	YMR235C
YDL153C	YNL061W
YDL153C	YNL280C
YDL153C	YOL069W
YDL154W	YBR133C
YDL154W	YER173W
YDL154W	YGL025C
YDL154W	YGL170C
YDL154W	YIL144W
YDL154W	YMR224C
YDL155W	YBR135W
YDL155W	YPL124W
YDL157C	YCL056C
YDL159W	YBL016W
YDL159W	YDL159W
YDL159W	YDR103W
YDL159W	YGR040W
YDL159W	YLR362W
YDL160C	YBR212W
YDL160C	YDR151C
YDL160C	YEL015W
YDL160C	YGR178C
YDL160C	YLR136C
YDL160C	YNL118C
YDL160C	YOL149W
YDL160C-A	YIR002C
YDL161W	YBL047C
YDL161W	YDR379W
YDL161W	YIR006C
YDL161W	YOR127W
YDL161W	YPL115C
YDL164C	RP11-56N19.3
YDL164C	YBR088C
YDL164C	YCR007C
YDL164C	YDR100W
YDL164C	YGL053W
YDL164C	YNL044W
YDL165W	YDL165W
YDL165W	YDR443C
YDL165W	YGR092W
YDL165W	YNR052C
YDL166C	YER047C
YDL167C	YBL081W
YDL167C	YBR212W
YDL175C	RP11-108L7.8
YDL175C	YCR077C
YDL179W	YDR388W
YDL181W	YAL011W
YDL181W	YGR089W
YDL181W	YKR054C
YDL181W	YLL021W
YDL181W	YNL250W
YDL184C	YKR048C
YDL185W	YBR127C
YDL185W	YMR054W
YDL185W	YOR270C
YDL189W	YDR480W
YDL189W	YIL122W
YDL189W	YPL049C
YDL190C	YBL058W
YDL190C	YBR170C
YDL190C	YBR273C
YDL190C	YDL126C
YDL190C	YEL037C
YDL190C	YFL044C
YDL190C	YMR276W
YDL192W	YDL226C
YDL192W	YEL022W
YDL192W	YER122C
YDL192W	YER165W
YDL195W	YLR208W
YDL203C	YGR058W
YDL203C	YOR372C
YDL203C	YPL124W
YDL207W	YDR192C
YDL207W	YEL024W
YDL207W	YKL068W
YDL207W	YMR255W
YDL207W	YOR046C
YDL208W	YDR510W
YDL208W	YNL124W
YDL209C	YLL036C
YDL212W	PSEC0238
YDL212W	YDR508C
YDL212W	YPL094C
YDL213C	YFR032C
YDL216C	YJR084W
YDL216C	YMR025W
YDL220C	YAL035W
YDL220C	YDL220C
YDL220C	YDR082W
YDL220C	YDR227W
YDL220C	YLR150W
